id_partido,fecha,liga,temporada,equipo_home,rival_home,es_local_home,goles_favor_home,goles_contra_home,xg_favor_home,xg_contra_home,xg_favor_roll_5_home,xg_contra_roll_5_home,xg_diff_roll_5_home,xg_favor_roll_10_home,xg_contra_roll_10_home,xg_diff_roll_10_home,conversion_ratio_10_home,equipo_away,rival_away,es_local_away,goles_favor_away,goles_contra_away,xg_favor_away,xg_contra_away,xg_favor_roll_5_away,xg_contra_roll_5_away,xg_diff_roll_5_away,xg_favor_roll_10_away,xg_contra_roll_10_away,xg_diff_roll_10_away,conversion_ratio_10_away
20240831_Arsenal_Brighton,2024-08-31 11:30:00,ENG-Premier League,2425,Arsenal,Brighton,1,1,1,2.41798,1.81748,2.3797499999999996,0.7155496,1.6642003999999995,2.458902,0.9307836999999999,1.5281183000000003,0.9353764666601325,Brighton,Arsenal,0,1,1,1.81748,2.41798,1.8287699999999998,1.338111,0.49065899999999973,1.5026309999999998,1.7158730500000001,-0.2132420500000003,0.5989490440773257
20240831_VfB Stuttgart_Mainz 05,2024-08-31 13:30:00,GER-Bundesliga,2425,VfB Stuttgart,Mainz 05,1,3,3,4.2134,1.95179,1.667681,1.7649224000000001,-0.09724140000000014,2.0986595,1.5605739,0.5380856,1.0482877054197188,Mainz 05,VfB Stuttgart,0,3,3,1.95179,4.2134,2.2637219999999996,1.387529,0.8761929999999996,2.257527,1.2791640999999998,0.9783629000000003,0.8859247814423564
20240831_Werder Bremen_Borussia Dortmund,2024-08-31 13:30:00,GER-Bundesliga,2425,Werder Bremen,Borussia Dortmund,1,0,0,0.278533,0.918302,2.04557,1.5792460000000001,0.46632399999999996,1.569384,2.061906,-0.4925220000000001,1.0195076415283695,Borussia Dortmund,Werder Bremen,0,0,0,0.918302,0.278533,2.1650552000000003,1.9613222000000003,0.20373299999999994,2.0452182999999997,1.7098111,0.3354071999999997,0.9778902438481781
20240831_Eintracht Frankfurt_Hoffenheim,2024-08-31 13:30:00,GER-Bundesliga,2425,Eintracht Frankfurt,Hoffenheim,1,3,1,2.68507,0.832386,1.6153743999999999,2.0900673999999997,-0.4746929999999998,1.4896843,1.7822165,-0.29253220000000013,0.6712827199140652,Hoffenheim,Eintracht Frankfurt,0,1,3,0.832386,2.68507,2.5873779999999997,1.8151658000000002,0.7722121999999996,1.9346041,2.0042082,-0.06960409999999984,1.292253390627369
20240831_Holstein Kiel_Wolfsburg,2024-08-31 13:30:00,GER-Bundesliga,2425,Holstein Kiel,Wolfsburg,1,0,2,0.89489,1.4619,,,,,,,,Wolfsburg,Holstein Kiel,0,2,0,1.4619,0.89489,1.4963455999999997,1.4311274,0.06521819999999967,1.4545270000000001,1.331337,0.12319000000000013,0.8937607251287015
20240831_Bochum_Borussia M.Gladbach,2024-08-31 13:30:00,GER-Bundesliga,2425,Bochum,Borussia M.Gladbach,1,0,2,0.918629,2.66887,1.8874032,2.4234587999999997,-0.5360555999999996,1.5593569,1.9326689000000001,-0.3733120000000001,0.7695475169619496,Borussia M.Gladbach,Bochum,0,2,0,2.66887,0.918629,1.3979374,2.020892,-0.6229545999999999,1.3577226,1.9649809999999999,-0.6072583999999999,0.9574850138864789
20240831_Nottingham Forest_Wolverhampton Wanderers,2024-08-31 14:00:00,ENG-Premier League,2425,Nottingham Forest,Wolverhampton Wanderers,1,1,1,1.41069,0.937632,2.014458,1.6213723999999998,0.39308560000000003,1.914442,1.3631858,0.5512562000000001,0.7835177124625805,Wolverhampton Wanderers,Nottingham Forest,0,1,1,0.937632,1.41069,1.0556351999999998,3.271392,-2.2157568000000003,1.0657546,2.422998,-1.3572434000000002,0.8444712840354769
20240831_Everton_Bournemouth,2024-08-31 14:00:00,ENG-Premier League,2425,Everton,Bournemouth,1,2,3,2.55629,2.95688,0.9545596,1.8059748,-0.8514152,1.0228885,1.676486,-0.6535974999999998,0.8798604345826211,Bournemouth,Everton,0,3,2,2.95688,2.55629,1.59747,2.115114,-0.5176440000000002,1.7925187999999999,1.7871234,0.005395399999999828,0.6694486721987674
20240831_Leicester_Aston Villa,2024-08-31 14:00:00,ENG-Premier League,2425,Leicester,Aston Villa,1,1,2,0.774741,2.16385,0.90493564,1.6324044,-0.7274687599999999,1.7457348200000002,1.7500992,-0.0043643799999997235,0.7446716651549259,Aston Villa,Leicester,0,2,1,2.16385,0.774741,1.4733483,2.197184,-0.7238357,1.3884677499999998,2.1789750000000003,-0.7905072500000005,1.1523485854470978
20240831_Ipswich_Fulham,2024-08-31 14:00:00,ENG-Premier League,2425,Ipswich,Fulham,1,1,1,0.707048,1.18883,,,,,,,,Fulham,Ipswich,0,1,1,1.18883,0.707048,1.0082571,1.7857348000000002,-0.7774777000000002,1.2766049499999998,1.5586373999999998,-0.28203245,0.8616597784147881
20240831_Brentford_Southampton,2024-08-31 14:00:00,ENG-Premier League,2425,Brentford,Southampton,1,3,1,3.86281,1.64713,1.2552096000000001,2.008988,-0.7537783999999998,1.3947953,1.4978597,-0.10306440000000006,1.1471209093399517,Southampton,Brentford,0,1,3,1.64713,3.86281,0.9045460000000001,2.1973438,-1.2927978,1.1316978,2.1062253,-0.9745275000000002,1.0603528076551818
20240831_Barcelona_Real Valladolid,2024-08-31 15:00:00,ESP-La Liga,2425,Barcelona,Real Valladolid,1,7,0,4.94022,0.422493,2.119904,1.3384626,0.7814414000000001,2.0939349999999997,1.5109446,0.5829903999999997,1.0984098845427943,Real Valladolid,Barcelona,0,0,7,0.422493,4.94022,0.6762073999999998,0.9423345999999999,-0.2661272000000001,0.9849074,1.5956183,-0.6107109,0.7107259923867032
20240831_Brest_Saint-Etienne,2024-08-31 15:00:00,FRA-Ligue 1,2425,Brest,Saint-Etienne,1,4,0,3.60698,0.256612,1.0415885999999999,1.9473300000000002,-0.9057414000000004,1.4700459000000001,1.872506,-0.4024600999999999,1.224450730109359,Saint-Etienne,Brest,0,0,4,0.256612,3.60698,1.4602114,2.054806,-0.5945946000000002,1.2718332,2.0410778,-0.7692446,0.8648926094297511
20240831_Bayer Leverkusen_RasenBallsport Leipzig,2024-08-31 16:30:00,GER-Bundesliga,2425,Bayer Leverkusen,RasenBallsport Leipzig,1,2,3,3.42266,1.50532,3.002418,1.3066912000000002,1.6957267999999999,2.816244,1.003705,1.8125390000000001,1.0297399551530495,RasenBallsport Leipzig,Bayer Leverkusen,0,3,2,1.50532,3.42266,1.6241968,1.7101779999999998,-0.08598119999999976,2.1117914,1.3973552,0.7144362,1.0891222072775715
20240831_Bologna_Empoli,2024-08-31 16:30:00,ITA-Serie A,2425,Bologna,Empoli,1,1,1,1.35876,1.11428,1.4850143999999998,1.4695442,0.015470199999999767,1.4797235,1.1559401,0.32378339999999994,0.6758014752070403,Empoli,Bologna,0,1,1,1.11428,1.35876,1.6956305999999999,1.4211296,0.2745009999999999,1.1267752,1.6761598,-0.5493846,0.7987389155007002
20240831_West Ham_Manchester City,2024-08-31 16:30:00,ENG-Premier League,2425,West Ham,Manchester City,1,1,3,0.947201,3.19297,1.8366116000000001,2.2440552,-0.4074435999999999,1.5387013,2.4023525999999995,-0.8636512999999995,0.9098576118330362,Manchester City,West Ham,0,3,1,3.19297,0.947201,2.485818,0.7425725000000001,1.7432455,2.6697903,0.9159385499999999,1.75385175,1.3109638944437343
20240831_Lecce_Cagliari,2024-08-31 16:30:00,ITA-Serie A,2425,Lecce,Cagliari,1,1,0,2.34113,2.09263,0.844172,2.1254999999999997,-1.2813279999999998,1.3320246,1.5606475,-0.22862289999999996,0.4504417933108793,Cagliari,Lecce,0,0,1,2.09263,2.34113,1.4474459999999998,1.8870276000000001,-0.43958160000000035,1.2745325,1.5660607,-0.2915281999999999,1.0199810361987347
20240831_Montpellier_Nantes,2024-08-31 17:00:00,FRA-Ligue 1,2425,Montpellier,Nantes,1,1,3,0.745975,1.69437,1.0250218,3.145872,-2.1208501999999996,1.3382307,2.2564851999999997,-0.9182544999999998,0.9714311804151704,Nantes,Montpellier,0,3,1,1.69437,0.745975,1.0142827999999997,1.253739,-0.23945620000000023,1.0591941999999999,1.5053953,-0.44620110000000013,0.7552904318297515
20240831_Athletic Club_Atletico Madrid,2024-08-31 17:00:00,ESP-La Liga,2425,Athletic Club,Atletico Madrid,1,0,1,0.252231,1.58613,1.1245044,1.16392482,-0.03942042000000012,1.1631502999999999,1.28187561,-0.11872531000000008,1.1176533955642747,Atletico Madrid,Athletic Club,0,1,0,1.58613,0.252231,2.081578,0.9188154000000001,1.1627625999999998,1.609861,0.7155140999999999,0.8943469000000001,0.9938740090765543
20240831_Espanyol_Rayo Vallecano,2024-08-31 17:15:00,ESP-La Liga,2425,Espanyol,Rayo Vallecano,1,2,1,1.84679,1.0088,1.0895438,2.0854388000000004,-0.9958950000000004,1.5579828999999998,2.1983686,-0.6403857,0.9627827347894932,Rayo Vallecano,Espanyol,0,1,2,1.0088,1.84679,1.0629838,1.245542,-0.1825581999999999,1.2656838,1.1792033,0.08648049999999996,0.5530602879958739
20240831_Napoli_Parma Calcio 1913,2024-08-31 18:45:00,ITA-Serie A,2425,Napoli,Parma Calcio 1913,1,2,1,2.33511,1.90229,1.5360472,1.0558641999999998,0.48018300000000025,1.8998780999999998,1.1571916,0.7426864999999998,0.736888994673398,Parma Calcio 1913,Napoli,0,1,2,1.90229,2.33511,,,,,,,
20240831_Lazio_AC Milan,2024-08-31 18:45:00,ITA-Serie A,2425,Lazio,AC Milan,1,2,2,2.32967,1.34242,1.5127686,1.1478517999999998,0.36491680000000026,1.4389420000000002,1.023762,0.4151800000000001,1.1119272966337095,AC Milan,Lazio,0,2,2,1.34242,2.32967,2.445726,1.5120244,0.9337016,2.2798654000000003,1.4080004,0.8718650000000003,0.9649688244890138
20240831_Toulouse_Marseille,2024-08-31 19:00:00,FRA-Ligue 1,2425,Toulouse,Marseille,1,1,3,0.485368,1.29819,1.4274384000000002,0.9889294,0.43850900000000026,1.3938703000000001,0.9724354000000002,0.42143489999999995,1.0043968908750758,Marseille,Toulouse,0,3,1,1.29819,0.485368,2.801614,1.3631138,1.4385001999999998,2.0499028,1.3696726,0.6802302,0.9268727634926088
20240831_Valencia_Villarreal,2024-08-31 19:30:00,ESP-La Liga,2425,Valencia,Villarreal,1,1,1,1.14322,0.885369,1.6645154199999996,2.1429019999999994,-0.4783865799999998,1.41136661,1.8218820999999998,-0.41051548999999987,0.566826101386867,Villarreal,Valencia,0,1,1,0.885369,1.14322,1.9027766,1.770722,0.13205460000000002,1.7523857,2.0551369,-0.3027511999999999,1.3695607253809905
20240831_Leganes_Mallorca,2024-08-31 19:30:00,ESP-La Liga,2425,Leganes,Mallorca,1,0,1,0.52078,1.48758,1.0380156666666667,1.2570883333333331,-0.21907266666666647,1.0380156666666667,1.2570883333333331,-0.21907266666666647,0.9633735027971548,Mallorca,Leganes,0,1,0,1.48758,0.52078,1.294904,0.6845922,0.6103118000000001,0.9886784000000001,0.7210166,0.26766180000000006,0.9103052010591097
20240901_Newcastle United_Tottenham,2024-09-01 12:30:00,ENG-Premier League,2425,Newcastle United,Tottenham,1,2,1,1.58694,1.63304,2.1409998,1.92083,0.22016979999999986,2.2775909,1.5723319999999998,0.7052589,1.0098385053090504,Tottenham,Newcastle United,0,1,2,1.63304,1.58694,2.412232,1.2051924,1.2070395999999999,1.9465806,1.8176712000000002,0.12890939999999995,0.8733258343755022
20240901_Chelsea_Crystal Palace,2024-09-01 12:30:00,ENG-Premier League,2425,Chelsea,Crystal Palace,1,1,1,2.97743,0.459708,1.7285939999999997,1.87408,-0.14548600000000023,2.162404,1.6823685999999998,0.4800354000000002,1.2948545716459219,Crystal Palace,Chelsea,0,1,1,0.459708,2.97743,1.867136,1.0022426,0.8648933999999999,1.916817,1.3610823,0.5557346999999999,1.2520750535522935
20240901_Monaco_Lens,2024-09-01 13:00:00,FRA-Ligue 1,2425,Monaco,Lens,1,1,1,0.905621,1.91297,2.60152,0.70583906,1.8956809399999999,2.3043020000000003,1.15210893,1.1521930700000003,1.0415296946625507,Lens,Monaco,0,1,1,1.91297,0.905621,2.6316934000000005,0.9441108000000001,1.6875826000000003,2.0899343000000004,1.1064326,0.9835017000000004,0.6220288254856502
20240901_FC Heidenheim_Augsburg,2024-09-01 13:30:00,GER-Bundesliga,2425,FC Heidenheim,Augsburg,1,4,0,3.09376,0.641534,1.2366488,1.6989574,-0.46230860000000007,1.3529284000000001,1.7192866000000002,-0.3663582000000001,1.3304463632766055,Augsburg,FC Heidenheim,0,0,4,0.641534,3.09376,1.2379564,2.394758,-1.1568015999999999,1.2404594,2.099024,-0.8585646,0.9673827556284748
20240901_Reims_Rennes,2024-09-01 15:00:00,FRA-Ligue 1,2425,Reims,Rennes,1,2,1,2.00948,1.02619,0.75794114,1.9347660000000002,-1.1768248600000002,0.87463517,1.994952,-1.1203168300000002,1.1433325470635407,Rennes,Reims,0,1,2,1.02619,2.00948,1.8808120000000002,1.2838844,0.5969276000000001,1.7583343000000002,1.3612209,0.3971134000000003,0.9668235631736448
20240901_Manchester United_Liverpool,2024-09-01 15:00:00,ENG-Premier League,2425,Manchester United,Liverpool,1,0,3,1.50087,2.10397,1.2762018,1.7079102,-0.4317084,1.5634755,2.0525990999999997,-0.48912359999999966,1.0233604406590058,Liverpool,Manchester United,0,3,0,2.10397,1.50087,3.4938200000000004,1.0839387999999999,2.4098812000000005,3.013762,1.1886978,1.8250642,0.6636221892696937
20240901_Angers_Nice,2024-09-01 15:00:00,FRA-Ligue 1,2425,Angers,Nice,1,1,4,1.33204,2.53408,0.5403604,1.0674006,-0.5270402000000001,0.7560714000000001,1.6193062999999999,-0.8632348999999998,1.3226246586967068,Nice,Angers,0,4,1,2.53408,1.33204,1.4076840000000002,1.4902532000000002,-0.08256920000000001,1.586989,1.3163308,0.27065819999999996,0.9451855399214866
20240901_Osasuna_Celta Vigo,2024-09-01 15:00:00,ESP-La Liga,2425,Osasuna,Celta Vigo,1,3,2,0.779621,1.72329,1.1297259599999998,1.3930150000000001,-0.2632890400000003,1.00752598,1.4376527,-0.43012671999999985,1.0917821773864558,Celta Vigo,Osasuna,0,2,3,1.72329,0.779621,1.8827474,2.2786540000000004,-0.39590660000000044,1.8732095000000002,1.8444606999999997,0.028748800000000463,1.1210699491594778
20240901_Alaves_Las Palmas,2024-09-01 15:00:00,ESP-La Liga,2425,Alaves,Las Palmas,1,2,0,2.01026,0.547308,1.710041,0.9839736,0.7260673999999999,1.7559363000000001,1.1650293,0.5909070000000001,0.7403453414879905,Las Palmas,Alaves,0,0,2,0.547308,2.01026,1.0969444,2.113922,-1.0169776000000001,1.1305344000000002,1.8890129000000002,-0.7584785,0.7076293232392369
20240901_Le Havre_Auxerre,2024-09-01 15:00:00,FRA-Ligue 1,2425,Le Havre,Auxerre,1,3,1,2.83661,0.743523,1.5489702,1.8575132,-0.308543,1.3448594,1.6653498,-0.32049039999999995,0.8179287604869621,Auxerre,Le Havre,0,1,3,0.743523,2.83661,1.4585176,1.6738279999999999,-0.2153103999999999,1.3786234,1.976433,-0.5978096000000002,0.7253607291442107
20240901_Bayern Munich_Freiburg,2024-09-01 15:30:00,GER-Bundesliga,2425,Bayern Munich,Freiburg,1,2,0,1.62797,0.970892,1.8925180000000001,1.4117929999999999,0.4807250000000003,2.288614,1.2750883,1.0135257,1.0486691732772877,Freiburg,Bayern Munich,0,0,2,0.970892,1.62797,1.7676126,0.9941167999999999,0.7734958000000002,1.6001441,1.4646769000000002,0.1354671999999999,0.8749206556330423
20240901_Genoa_Verona,2024-09-01 16:30:00,ITA-Serie A,2425,Genoa,Verona,1,0,2,1.34735,2.09653,1.1739694,1.0571863999999997,0.1167830000000003,1.2092116,1.2083665,0.000845100000000043,1.3231750975800287,Verona,Genoa,0,2,0,2.09653,1.34735,1.5493782,1.4385622,0.11081600000000003,1.3229188,1.5273551,-0.20443630000000002,1.0582652100301166
20240901_Fiorentina_Monza,2024-09-01 16:30:00,ITA-Serie A,2425,Fiorentina,Monza,1,2,2,2.41541,0.489982,1.0526544000000002,1.590418,-0.5377635999999999,1.7355741999999998,1.2830788,0.4524953999999999,1.152355714693319,Monza,Fiorentina,0,2,2,0.489982,2.41541,0.8616598000000002,1.5688704,-0.7072105999999998,0.918685,1.8019915999999998,-0.8833065999999998,0.7619578397842136
20240901_Sevilla_Girona,2024-09-01 17:00:00,ESP-La Liga,2425,Sevilla,Girona,1,0,2,0.812687,2.36355,1.440526,1.3841876,0.05633840000000001,1.6044360000000002,1.6381636,-0.03372759999999975,0.7479259079664704,Girona,Sevilla,0,2,0,2.36355,0.812687,2.4798388,1.51859816,0.96124064,2.2892094,1.66173288,0.6274765199999999,1.1794459784037326
20240901_Getafe_Real Sociedad,2024-09-01 17:15:00,ESP-La Liga,2425,Getafe,Real Sociedad,1,0,0,0.547095,0.0209183,0.6468826,1.0087062000000002,-0.36182360000000025,1.1085752000000002,1.1958297000000002,-0.08725450000000001,0.5412347838605952,Real Sociedad,Getafe,0,0,0,0.0209183,0.547095,0.9354448000000002,1.9657060000000002,-1.0302612,0.8923540000000001,1.4491276000000002,-0.5567736000000001,1.0085672182035177
20240901_Udinese_Como,2024-09-01 18:45:00,ITA-Serie A,2425,Udinese,Como,1,1,0,1.18455,1.65728,1.2523948,1.4080568,-0.15566199999999997,1.0384643900000001,1.5187778,-0.48031340999999994,1.0592553305989332,Como,Udinese,0,0,1,1.65728,1.18455,,,,,,,
20240901_Lille_Paris Saint Germain,2024-09-01 18:45:00,FRA-Ligue 1,2425,Lille,Paris Saint Germain,1,1,3,1.57562,3.24139,1.5415779999999997,1.0764467400000002,0.4651312599999995,1.4685257,1.1419825700000001,0.3265431299999999,1.2938137250075195,Paris Saint Germain,Lille,0,3,1,3.24139,1.57562,2.744958,1.16866,1.576298,2.536602,1.0066823,1.5299196999999998,1.1432612829047353
20240901_Juventus_Roma,2024-09-01 18:45:00,ITA-Serie A,2425,Juventus,Roma,1,0,0,0.415282,0.382591,1.6478940000000002,0.8967662000000001,0.7511278000000001,1.5276893,0.9689767999999999,0.5587125000000002,1.0473326956386382,Roma,Juventus,0,0,0,0.382591,0.415282,1.3406713999999997,2.1282096,-0.7875382000000002,1.4182439,1.8151049000000001,-0.39686100000000013,0.7756065260661258
20240901_Real Madrid_Real Betis,2024-09-01 19:30:00,ESP-La Liga,2425,Real Madrid,Real Betis,1,2,0,2.37168,0.831429,1.7812544,1.1721302,0.6091241999999999,2.0446274,1.0793371,0.9652902999999999,1.2227160690910877,Real Betis,Real Madrid,0,0,2,0.831429,2.37168,1.45134,1.2744308,0.1769092000000001,1.584192,1.2277429,0.3564491000000001,0.820607085121573
20240913_Saint-Etienne_Lille,2024-09-13 18:30:00,FRA-Ligue 1,2425,Saint-Etienne,Lille,1,1,0,1.1774,2.73176,1.1299818,2.520738,-1.3907562000000002,1.1800864,1.9875858000000002,-0.8074994000000002,0.7626553762034914,Lille,Saint-Etienne,0,0,1,2.73176,1.1774,1.6317999999999997,1.23876074,0.39303925999999967,1.4658387,1.39194697,0.07389172999999993,1.2279651042334303
20240913_Borussia Dortmund_FC Heidenheim,2024-09-13 18:30:00,GER-Bundesliga,2425,Borussia Dortmund,FC Heidenheim,1,4,2,2.84066,1.61406,1.9934355999999998,1.4672048000000002,0.5262307999999996,1.8536375,1.6507614,0.20287610000000011,0.9171151764489139,FC Heidenheim,Borussia Dortmund,0,2,4,1.61406,2.84066,1.5570708,1.7208548000000001,-0.16378400000000015,1.5012083999999999,1.7014061000000003,-0.20019770000000037,1.3988721360257936
20240913_Real Betis_Leganes,2024-09-13 19:00:00,ESP-La Liga,2425,Real Betis,Leganes,1,2,0,1.72201,0.107021,1.3520858,1.2257007999999998,0.1263850000000002,1.5444319,1.3067819,0.23764999999999992,0.7122355396598972,Leganes,Real Betis,0,0,2,0.107021,1.72201,0.90870675,1.31471125,-0.4060045,0.90870675,1.31471125,-0.4060045,0.8253465010948221
20240914_Southampton_Manchester United,2024-09-14 11:30:00,ENG-Premier League,2425,Southampton,Manchester United,1,0,3,1.35593,3.02693,1.2040422000000002,2.7157358,-1.5116935999999999,1.2285659,2.4062003,-1.1776344,1.0581434352496393,Manchester United,Southampton,0,3,0,3.02693,1.35593,1.4660419999999998,1.7824962,-0.31645420000000013,1.6321116,1.8195390999999996,-0.18742749999999964,0.8577839543668739
20240914_Mallorca_Villarreal,2024-09-14 12:00:00,ESP-La Liga,2425,Mallorca,Villarreal,1,1,2,0.345425,2.41884,1.1012039999999998,0.74107,0.36013399999999984,1.0494518999999998,0.6002525999999999,0.44919929999999986,0.8575897022153164,Villarreal,Mallorca,0,2,1,2.41884,0.345425,1.6374944,1.681108,-0.04361360000000003,1.6809146000000001,1.9549209,-0.2740062999999999,1.3683018945151082
20240914_Como_Bologna,2024-09-14 13:00:00,ITA-Serie A,2425,Como,Bologna,1,2,2,1.45782,1.15087,1.3060826666666665,1.17523,0.1308526666666665,1.3060826666666665,1.17523,0.1308526666666665,0.2552154554396367,Bologna,Como,0,2,2,1.15087,1.45782,1.4086564,1.3957682000000002,0.012888199999999683,1.3691845,1.2105365000000001,0.1586479999999999,0.8033973482774978
20240914_RasenBallsport Leipzig_Union Berlin,2024-09-14 13:30:00,GER-Bundesliga,2425,RasenBallsport Leipzig,Union Berlin,1,0,0,1.29462,0.859112,1.3754368000000001,2.0394300000000003,-0.6639932000000002,1.8695484,1.6213701999999999,0.24817820000000013,1.1232653173005218,Union Berlin,RasenBallsport Leipzig,0,0,0,0.859112,1.29462,1.4452058,1.649964,-0.2047581999999999,1.2305244,1.7165880000000002,-0.48606360000000026,0.8126609983020261
20240914_Hoffenheim_Bayer Leverkusen,2024-09-14 13:30:00,GER-Bundesliga,2425,Hoffenheim,Bayer Leverkusen,1,1,4,1.06356,3.41829,2.4972692,1.5701218000000003,0.9271473999999995,1.9949241,1.9551952,0.03972890000000007,1.30330707654137,Bayer Leverkusen,Hoffenheim,0,4,1,3.41829,1.06356,3.353792,1.2037372000000002,2.1500547999999995,2.908174,1.0625752,1.8455987999999999,0.9628031325487634
20240914_Wolfsburg_Eintracht Frankfurt,2024-09-14 13:30:00,GER-Bundesliga,2425,Wolfsburg,Eintracht Frankfurt,1,1,2,1.23249,2.86858,1.6720965999999997,1.2375934,0.43450319999999976,1.432785,1.3236779,0.1091070999999999,0.9771173085164149,Eintracht Frankfurt,Wolfsburg,0,2,1,2.86858,1.23249,2.073818,1.5972466,0.4765714000000001,1.6712882999999998,1.5820440999999998,0.0892442,0.7180085458573809
20240914_Borussia M.Gladbach_VfB Stuttgart,2024-09-14 13:30:00,GER-Bundesliga,2425,Borussia M.Gladbach,VfB Stuttgart,1,1,3,2.05136,2.7214,1.6896694,1.9819158,-0.2922463999999998,1.5425757,1.8957479,-0.35317219999999994,0.9075723754935492,VfB Stuttgart,Borussia M.Gladbach,0,3,1,2.7214,2.05136,2.106343,1.8221224,0.2842205999999998,2.2024795,1.7328343,0.4696452,0.9988737698245228
20240914_Freiburg_Bochum,2024-09-14 13:30:00,GER-Bundesliga,2425,Freiburg,Bochum,1,2,1,3.95617,1.10732,1.5892789999999999,1.2030818,0.3861971999999998,1.6055715,1.3771379,0.22843360000000001,0.74739695653731,Bochum,Freiburg,0,1,2,1.10732,3.95617,1.2890709999999999,2.7006468,-1.4115758,1.5921470999999998,1.9657539,-0.3736068000000001,0.7536987294084012
20240914_Brighton_Ipswich,2024-09-14 14:00:00,ENG-Premier League,2425,Brighton,Ipswich,1,0,0,1.75696,0.721323,1.809154,1.3313810000000001,0.4777729999999998,1.6415275999999999,1.5411530500000001,0.10037454999999973,0.6091882895004084,Ipswich,Brighton,0,0,0,0.721323,1.75696,0.5098826666666666,2.7320233333333337,-2.222140666666667,0.5098826666666666,2.7320233333333337,-2.222140666666667,1.307481803122005
20240914_Liverpool_Nottingham Forest,2024-09-14 14:00:00,ENG-Premier League,2425,Liverpool,Nottingham Forest,1,0,1,1.17044,0.589532,3.2621700000000002,1.1497028,2.1124672,2.780702,1.2573339000000001,1.5233680999999997,0.75520470902502,Nottingham Forest,Liverpool,0,1,0,0.589532,1.17044,1.90896,1.3109268,0.5980331999999999,1.8608920000000002,1.352645,0.5082470000000001,0.6985893331857339
20240914_Fulham_West Ham,2024-09-14 14:00:00,ENG-Premier League,2425,Fulham,West Ham,1,1,1,2.88601,0.682719,0.9548650999999999,1.7652686,-0.8104035,1.29118395,1.4347232,-0.14353925000000012,0.8519306238815749,West Ham,Fulham,0,1,1,0.682719,2.88601,1.8472720000000002,2.0389732,-0.1917011999999998,1.4864044,2.5822266,-1.0958221999999997,0.9418695599464318
20240914_Crystal Palace_Leicester,2024-09-14 14:00:00,ENG-Premier League,2425,Crystal Palace,Leicester,1,2,2,2.88716,1.65187,1.5459576,1.5294452,0.01651239999999987,1.8133157999999998,1.4324443,0.3808714999999998,1.2683939177092498,Leicester,Crystal Palace,0,2,2,1.65187,2.88716,0.95438464,1.7110044000000002,-0.7566197600000002,1.6305169200000003,1.8057822000000001,-0.17526527999999986,0.7972926786355098
20240914_Manchester City_Brentford,2024-09-14 14:00:00,ENG-Premier League,2425,Manchester City,Brentford,1,2,1,1.55279,1.05094,2.493976,0.9142878000000001,1.5796881999999999,2.7627063,0.8611866499999999,1.90151965,1.2306768798851764,Brentford,Manchester City,0,1,2,1.05094,1.55279,1.8658958,2.047256,-0.18136019999999986,1.7387464000000001,1.5401687000000002,0.19857769999999997,1.0927406706690115
20240914_Espanyol_Alaves,2024-09-14 14:15:00,ESP-La Liga,2425,Espanyol,Alaves,1,3,2,1.95102,2.3693,1.1027898,1.7806588000000005,-0.6778690000000005,1.4982449,2.2582414,-0.7599965000000002,1.067915487037208,Alaves,Espanyol,0,2,3,2.3693,1.95102,1.796587,0.9618103999999998,0.8347766000000001,1.9048604999999998,1.1482389,0.7566215999999999,0.6824643156470956
20240914_Marseille_Nice,2024-09-14 15:00:00,FRA-Ligue 1,2425,Marseille,Nice,1,2,0,1.02694,1.72041,2.2674380000000003,1.2429674,1.0244706000000003,2.0771378,1.2442423999999999,0.8328954000000002,1.0591492489572676,Nice,Marseille,0,0,2,1.72041,1.02694,1.5272299999999999,1.6711036,-0.14387360000000005,1.719296,1.2701538,0.4491421999999998,1.0469395340072134
20240914_Empoli_Juventus,2024-09-14 16:00:00,ITA-Serie A,2425,Empoli,Juventus,1,0,0,0.601249,0.726024,1.6979226,1.3707255999999999,0.3271970000000002,1.1894158000000001,1.5586058,-0.3691899999999999,0.588523720196318,Juventus,Empoli,0,0,0,0.726024,0.601249,1.2569524,0.789076,0.4678764000000001,1.3227685,0.9563398,0.36642870000000005,1.1339844167861446
20240914_Holstein Kiel_Bayern Munich,2024-09-14 16:30:00,GER-Bundesliga,2425,Holstein Kiel,Bayern Munich,1,1,6,0.299776,4.13442,,,,,,,,Bayern Munich,Holstein Kiel,0,6,1,4.13442,0.299776,1.558814,1.5274009999999998,0.031413000000000135,1.939498,1.2474174999999998,0.6920805000000001,1.0827538451940424
20240914_Sevilla_Getafe,2024-09-14 16:30:00,ESP-La Liga,2425,Sevilla,Getafe,1,1,0,1.64801,0.971555,1.3446474000000002,1.4997116,-0.15506419999999976,1.5128627,1.7865341000000001,-0.27367140000000023,0.6609980793378809,Getafe,Sevilla,0,0,1,0.971555,1.64801,0.6669078,0.67881786,-0.011910059999999945,1.1381317000000002,1.1201387300000003,0.017992969999999886,0.5271792999181906
20240914_Aston Villa_Everton,2024-09-14 16:30:00,ENG-Premier League,2425,Aston Villa,Everton,1,3,2,3.15876,0.852158,1.8932372000000002,1.8250001999999999,0.06823700000000033,1.48620975,1.8687451,-0.38253534999999994,1.1438485423416564,Everton,Aston Villa,0,2,3,0.852158,3.15876,1.2198996000000002,2.2072726000000005,-0.9873730000000003,1.2125331,1.9374750000000003,-0.7249419000000004,0.8247190738800666
